cid,iupac_name,pubchem_inchikey,rdkit_inchikey,canonical_smiles,isomeric_smiles,formula,pubchem_molecular_weight,rdkit_molecular_weight,exact_mass,charge,heavy_atom_count,isotope_atom_count,covalent_unit_count,elements,xlogp,tpsa,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,source
4012,prop-1-en-2-yloxymethyl 2-[N-[2-(acetyloxymethoxy)-2-oxoethyl]-2-[2-[2-[bis[2-(acetyloxymethoxy)-2-oxoethyl]amino]-5-methylphenoxy]ethoxy]-4-methylanilino]acetate,QNNNZOMNDRGARI-UHFFFAOYSA-N,QNNNZOMNDRGARI-UHFFFAOYSA-N,C=C(C)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccc(C)cc1OCCOc1cc(C)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,,C37H46N2O17,790.8,790.772,790.27964800,0,56,0,1,C;H;N;O,5.2,218,0,19,31,PubChem
4013,"9-acetyl-7-[4-amino-5-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",QTGKDZKONUUXOU-UHFFFAOYSA-N,QTGKDZKONUUXOU-UHFFFAOYSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(OC2CC(O)C(O)C(C)O2)C(C)O1,,C33H39NO13,657.7,657.669,657.24214030,0,47,0,1,C;H;N;O,1.7,225,6,14,6,PubChem
4014,N-hydroxy-3-[4-(4-methylbenzoyl)-1H-pyrrol-2-yl]prop-2-enamide,NKLOTTIXEXADEI-UHFFFAOYSA-N,NKLOTTIXEXADEI-UHFFFAOYSA-N,Cc1ccc(C(=O)c2c[nH]c(C=CC(=O)NO)c2)cc1,,C15H14N2O3,270.28,270.288,270.10044231,0,20,0,1,C;H;N;O,1.7,82.2,3,3,4,PubChem
4015,3-[4-[4-(dimethylamino)benzoyl]-1H-pyrrol-2-yl]-N-hydroxyprop-2-enamide,PZMGOPKBTWRXIK-UHFFFAOYSA-N,PZMGOPKBTWRXIK-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)c2c[nH]c(C=CC(=O)NO)c2)cc1,,C16H17N3O3,299.32,299.33,299.12699141,0,22,0,1,C;H;N;O,1.4,85.4,3,4,5,PubChem
4018,"5-[2-[1-[1-(3-hydroxy-3-methylbutoxy)ethyl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",DTXXSJZBSTYZKE-UHFFFAOYSA-N,DTXXSJZBSTYZKE-UHFFFAOYSA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)OCCC(C)(C)O)CC(O)CC1O,,C26H42O4,418.6,418.618,418.30830982,0,30,0,1,C;H;O,3.5,69.9,3,4,6,PubChem
4019,"(6,6,9-trimethyl-9-azabicyclo[3.3.1]nonan-3-yl) 2-hydroxy-2,2-dithiophen-2-ylacetate",AMHPTVWBZSYFSS-UHFFFAOYSA-N,AMHPTVWBZSYFSS-UHFFFAOYSA-N,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2,,C21H27NO3S2,405.6,405.585,405.14323607,0,27,0,1,C;H;N;O;S,4.5,106,1,6,5,PubChem
4020,"5-(4-chlorophenyl)-2,3-dihydroimidazo[1,2-b]isoindol-5-ol",ZPXSCAKFGYXMGA-UHFFFAOYSA-N,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,,C16H13ClN2O,284.74,284.746,284.0716407,0,20,0,1,C;Cl;H;N;O,2.2,35.8,1,2,1,PubChem
4021,5-methyl-2-phenyl-4H-pyrazol-3-one,QELUYTUMUWHWMC-UHFFFAOYSA-N,QELUYTUMUWHWMC-UHFFFAOYSA-N,CC1=NN(c2ccccc2)C(=O)C1,,C10H10N2O,174.20,174.203,174.079312947,0,13,0,1,C;H;N;O,1.3,32.7,0,2,1,PubChem
4022,4-[(3-chlorophenyl)carbamoyloxy]but-2-ynyl-trimethylazanium,DDKOMKXCUXCQBS-UHFFFAOYSA-O,DDKOMKXCUXCQBS-UHFFFAOYSA-O,C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1,,C14H18ClN2O2+,281.76,281.763,281.1056805,1,19,0,1,C;Cl;H;N;O,2.7,38.3,1,2,4,PubChem
4023,"3-(2-carboxy-2-phenylethenyl)-4,6-dichloro-1H-indole-2-carboxylic acid",LPWVUDLZUVBQGP-UHFFFAOYSA-N,LPWVUDLZUVBQGP-UHFFFAOYSA-N,O=C(O)C(=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)c1ccccc1,,C18H11Cl2NO4,376.2,376.195,375.0065132,0,25,0,1,C;Cl;H;N;O,4.8,90.4,3,4,4,PubChem
4024,N-(2-phenylcyclopentyl)-1-azacyclotridecen-2-amine,RTRIXVOSRYRSBP-UHFFFAOYSA-N,RTRIXVOSRYRSBP-UHFFFAOYSA-N,c1ccc(C2CCCC2NC2=NCCCCCCCCCCC2)cc1,,C23H36N2,340.5,340.555,340.287849157,0,25,0,1,C;H;N,6.1,24.4,1,1,3,PubChem
4025,2-[6-(2-aminoethyl)piperidin-2-yl]ethanamine,ZOULUQNTQXNCKL-UHFFFAOYSA-N,ZOULUQNTQXNCKL-UHFFFAOYSA-N,NCCC1CCCC(CCN)N1,,C9H21N3,171.28,171.288,171.173547683,0,12,0,1,C;H;N,-0.4,64.1,3,3,4,PubChem
4026,"N,N'-bis(buta-2,3-dienyl)butane-1,4-diamine",IKSQCMLJDHRWOA-UHFFFAOYSA-N,IKSQCMLJDHRWOA-UHFFFAOYSA-N,C=C=CCNCCCCNCC=C=C,,C12H20N2,192.30,192.306,192.162648646,0,14,0,1,C;H;N,0.6,24.1,2,2,9,PubChem
4027,methyl 1-[3-methyl-2-[[3-(propylcarbamoyl)oxirane-2-carbonyl]amino]pentanoyl]pyrrolidine-2-carboxylate,XGWSRLSPWIEMLQ-UHFFFAOYSA-N,XGWSRLSPWIEMLQ-UHFFFAOYSA-N,CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)OC)C(C)CC,,C19H31N3O6,397.5,397.472,397.22128572,0,28,0,1,C;H;N;O,1.2,117,2,6,10,PubChem
4028,"icosa-5,8,11-trienoic acid",UNSRRHDPHVZAHH-UHFFFAOYSA-N,UNSRRHDPHVZAHH-UHFFFAOYSA-N,CCCCCCCCC=CCC=CCC=CCCCC(=O)O,,C20H34O2,306.5,306.49,306.255880323,0,22,0,1,C;H;O,7,37.3,1,2,15,PubChem
4029,"N-(2-hydroxyethyl)icosa-5,8,11-trienamide",YKGQBEGMUSSPFY-UHFFFAOYSA-N,YKGQBEGMUSSPFY-UHFFFAOYSA-N,CCCCCCCCC=CCC=CCC=CCCCC(=O)NCCO,,C22H39NO2,349.5,349.559,349.298079487,0,25,0,1,C;H;N;O,6,49.3,2,2,17,PubChem
4030,methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate,OPXLLQIJSORQAM-UHFFFAOYSA-N,OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,,C16H13N3O3,295.29,295.298,295.09569129,0,22,0,1,C;H;N;O,2.8,84.1,2,4,4,PubChem
4031,"4-[ethyl-[1-(4-methoxyphenyl)propan-2-yl]amino]butyl 3,4-dimethoxybenzoate",VYVKHNNGDFVQGA-UHFFFAOYSA-N,VYVKHNNGDFVQGA-UHFFFAOYSA-N,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,,C25H35NO5,429.5,429.557,429.25152322,0,31,0,1,C;H;N;O,5.2,57.2,0,6,14,PubChem
4032,"N,2,3,3-tetramethylbicyclo[2.2.1]heptan-2-amine",IMYZQPCYWPFTAG-UHFFFAOYSA-N,IMYZQPCYWPFTAG-UHFFFAOYSA-N,CNC1(C)C2CCC(C2)C1(C)C,,C11H21N,167.29,167.296,167.167399674,0,12,0,1,C;H;N,2.6,12,1,1,1,PubChem
4033,2-chloro-N-(2-chloroethyl)-N-methylethanamine,HAWPXGHAZFHHAD-UHFFFAOYSA-N,HAWPXGHAZFHHAD-UHFFFAOYSA-N,CN(CCCl)CCCl,,C5H11Cl2N,156.05,156.056,155.0268547,0,8,0,1,C;Cl;H;N,0.9,3.2,0,1,4,PubChem
4034,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,OCJYIGYOJCODJL-UHFFFAOYSA-N,OCJYIGYOJCODJL-UHFFFAOYSA-N,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,,C25H27ClN2,390.9,390.958,390.1862766,0,28,0,1,C;Cl;H;N,5.8,6.5,0,2,5,PubChem
4036,"2-(2,6-dichloro-3-methylanilino)benzoate",SBDNJUWAMKYJOX-UHFFFAOYSA-M,SBDNJUWAMKYJOX-UHFFFAOYSA-M,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,,C14H10Cl2NO2-,295.1,295.145,294.0088589,-1,19,0,1,C;Cl;H;N;O,5.8,52.2,1,3,2,PubChem
4037,"2-(2,6-dichloro-3-methylanilino)benzoic acid",SBDNJUWAMKYJOX-UHFFFAOYSA-N,SBDNJUWAMKYJOX-UHFFFAOYSA-N,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,,C14H11Cl2NO2,296.1,296.153,295.0166840,0,19,0,1,C;Cl;H;N;O,5.2,49.3,2,3,3,PubChem
4039,2-(dimethylamino)ethyl 2-(4-chlorophenoxy)acetate,XZTYGFHCIAKPGJ-UHFFFAOYSA-N,XZTYGFHCIAKPGJ-UHFFFAOYSA-N,CN(C)CCOC(=O)COc1ccc(Cl)cc1,,C12H16ClNO3,257.71,257.717,257.0818711,0,17,0,1,C;Cl;H;N;O,2.5,38.8,0,4,7,PubChem
4040,methyl 2-amino-3-sulfanylpropanoate,MCYHPZGUONZRGO-UHFFFAOYSA-N,MCYHPZGUONZRGO-UHFFFAOYSA-N,COC(=O)C(N)CS,,C4H9NO2S,135.19,135.188,135.03539970,0,8,0,1,C;H;N;O;S,-0.5,53.3,2,4,3,PubChem
4041,"7-chloro-1-methyl-5-phenyl-2,3-dihydro-1,4-benzodiazepine",YLCXGBZIZBEVPZ-UHFFFAOYSA-N,YLCXGBZIZBEVPZ-UHFFFAOYSA-N,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,,C16H15ClN2,270.75,270.763,270.0923762,0,19,0,1,C;Cl;H;N,4.4,15.6,0,2,1,PubChem
4042,"(17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl) acetate",PSGAAPLEWMOORI-UHFFFAOYSA-N,PSGAAPLEWMOORI-UHFFFAOYSA-N,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,,C24H34O4,386.5,386.532,386.24570956,0,28,0,1,C;H;O,4.1,60.4,0,4,3,PubChem
4043,"17-acetyl-11-hydroxy-6,10,13-trimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",GZENKSODFLBBHQ-UHFFFAOYSA-N,GZENKSODFLBBHQ-UHFFFAOYSA-N,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C,,C22H32O3,344.5,344.495,344.23514488,0,25,0,1,C;H;O,2.7,54.4,1,3,1,PubChem
4044,"2-(2,3-dimethylanilino)benzoic acid",HYYBABOKPJLUIN-UHFFFAOYSA-N,HYYBABOKPJLUIN-UHFFFAOYSA-N,Cc1cccc(Nc2ccccc2C(=O)O)c1C,,C15H15NO2,241.28,241.29,241.110278721,0,18,0,1,C;H;N;O,5.1,49.3,2,3,3,PubChem
4045,N-[2-(diethylamino)ethyl]-2-(4-methoxyphenoxy)acetamide,HUNIPYLVUPMFCZ-UHFFFAOYSA-N,HUNIPYLVUPMFCZ-UHFFFAOYSA-N,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,,C15H24N2O3,280.36,280.368,280.17869263,0,20,0,1,C;H;N;O,2,50.8,1,4,9,PubChem
4046,"[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-2-ylmethanol",XEEQGYMUWCZPDN-UHFFFAOYSA-N,XEEQGYMUWCZPDN-UHFFFAOYSA-N,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,,C17H16F6N2O,378.31,378.316,378.11668211,0,26,0,1,C;F;H;N;O,3.6,45.2,2,9,2,PubChem
4047,"4-chloro-1-N-methyl-1-N-[(2-methyloxolan-2-yl)methyl]benzene-1,3-disulfonamide",SMNOERSLNYGGOU-UHFFFAOYSA-N,SMNOERSLNYGGOU-UHFFFAOYSA-N,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,,C13H19ClN2O5S2,382.9,382.891,382.0423918,0,23,0,1,C;Cl;H;N;O;S,0.9,124,1,7,5,PubChem
4048,"(17-acetyl-6,10,13-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl) acetate",RQZAXGRLVPAYTJ-UHFFFAOYSA-N,RQZAXGRLVPAYTJ-UHFFFAOYSA-N,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,,C24H32O4,384.5,384.516,384.23005950,0,28,0,1,C;H;O,3.1,60.4,0,4,3,PubChem
4049,"6-(methylamino)hexane-1,2,3,4,5-pentol",MBBZMMPHUWSWHV-UHFFFAOYSA-N,MBBZMMPHUWSWHV-UHFFFAOYSA-N,CNCC(O)C(O)C(O)C(O)CO,,C7H17NO5,195.21,195.215,195.11067264,0,13,0,1,C;H;N;O,-2.8,113,6,6,6,PubChem
4050,"N-(1-phenylethyl)octadeca-9,12-dienamide",RWIUTHWKQHRQNP-UHFFFAOYSA-N,RWIUTHWKQHRQNP-UHFFFAOYSA-N,CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1,,C26H41NO,383.6,383.62,383.318814931,0,28,0,1,C;H;N;O,8.2,29.1,1,1,16,PubChem
4053,2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid,SGDBTWWWUNNDEQ-UHFFFAOYSA-N,SGDBTWWWUNNDEQ-UHFFFAOYSA-N,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,,C13H18Cl2N2O2,305.20,305.205,304.0745332,0,19,0,1,C;Cl;H;N;O,-0.5,66.6,2,4,8,PubChem
4054,"3,5-dimethyladamantan-1-amine",BUGYDGFZZOZRHP-UHFFFAOYSA-N,BUGYDGFZZOZRHP-UHFFFAOYSA-N,CC12CC3CC(C)(C1)CC(N)(C3)C2,,C12H21N,179.30,179.307,179.167399674,0,13,0,1,C;H;N,3.3,26,1,1,0,PubChem
4055,"2-methylnaphthalene-1,4-dione",MJVAVZPDRWSRRC-UHFFFAOYSA-N,MJVAVZPDRWSRRC-UHFFFAOYSA-N,CC1=CC(=O)c2ccccc2C1=O,,C11H8O2,172.18,172.183,172.052429494,0,13,0,1,C;H;O,2.2,34.1,0,2,0,PubChem
4056,"2-methyl-3-(3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl)naphthalene-1,4-dione",DKHGMERMDICWDU-UHFFFAOYSA-N,DKHGMERMDICWDU-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O,,C31H40O2,444.6,444.659,444.302830514,0,33,0,1,C;H;O,8.9,34.1,0,2,11,PubChem
4057,"(1,1-dimethylpiperidin-1-ium-3-yl) 2-hydroxy-2,2-diphenylacetate",GKNPSSNBBWDAGH-UHFFFAOYSA-N,GKNPSSNBBWDAGH-UHFFFAOYSA-N,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,,C21H26NO3+,340.4,340.443,340.19126869,1,25,0,1,C;H;N;O,3.2,46.5,1,3,5,PubChem
4058,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,XADCESSVHJOZHK-UHFFFAOYSA-N,XADCESSVHJOZHK-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,,C15H21NO2,247.33,247.338,247.157228913,0,18,0,1,C;H;N;O,2.5,29.5,0,3,4,PubChem
4059,"3-(2-methylphenoxy)propane-1,2-diol",JWDYCNIAQWPBHD-UHFFFAOYSA-N,JWDYCNIAQWPBHD-UHFFFAOYSA-N,Cc1ccccc1OCC(O)CO,,C10H14O3,182.22,182.219,182.094294304,0,13,0,1,C;H;O,1.4,49.7,2,3,4,PubChem
4060,"5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione",GMHKMTDVRCWUDX-UHFFFAOYSA-N,GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(c2ccccc2)NC(=O)N(C)C1=O,,C12H14N2O2,218.25,218.256,218.105527694,0,16,0,1,C;H;N;O,1.5,49.4,1,2,2,PubChem
4061,"15-(1-methoxycyclopentyl)oxy-2,16-dimethyl-5-thiapentacyclo[9.7.0.02,8.04,6.012,16]octadecane",IVDYZAAPOLNZKG-UHFFFAOYSA-N,IVDYZAAPOLNZKG-UHFFFAOYSA-N,COC1(OC2CCC3C4CCC5CC6SC6CC5(C)C4CCC23C)CCCC1,,C25H40O2S,404.7,404.66,404.27490169,0,28,0,1,C;H;O;S,6.6,43.8,0,3,3,PubChem
4062,"N-(2,6-dimethylphenyl)-1-methylpiperidine-2-carboxamide",INWLQCZOYSRPNW-UHFFFAOYSA-N,INWLQCZOYSRPNW-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)C1CCCCN1C,,C15H22N2O,246.35,246.354,246.173213330,0,18,0,1,C;H;N;O,1.9,32.3,1,2,2,PubChem
4063,"17-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",PIDANAQULIKBQS-UHFFFAOYSA-N,PIDANAQULIKBQS-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO,,C22H28O5,372.5,372.461,372.19367399,0,27,0,1,C;H;O,1.9,91.7,2,5,2,PubChem
4064,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate,NPPQSCRMBWNHMW-UHFFFAOYSA-N,NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(C)(COC(N)=O)COC(N)=O,,C9H18N2O4,218.25,218.253,218.12665706,0,15,0,1,C;H;N;O,0.7,105,2,4,8,PubChem
4065,[2-methyl-2-(propylamino)propyl] benzoate,VXJABHHJLXLNMP-UHFFFAOYSA-N,VXJABHHJLXLNMP-UHFFFAOYSA-N,CCCNC(C)(C)COC(=O)c1ccccc1,,C14H21NO2,235.32,235.327,235.157228913,0,17,0,1,C;H;N;O,2.9,38.3,1,3,7,PubChem
4066,10-(1-azabicyclo[2.2.2]octan-3-ylmethyl)phenothiazine,HOKDBMAJZXIPGC-UHFFFAOYSA-N,HOKDBMAJZXIPGC-UHFFFAOYSA-N,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,,C20H22N2S,322.5,322.477,322.15036988,0,23,0,1,C;H;N;S,4.6,31.8,0,3,2,PubChem
4070,2-(2-sulfanylethyl)guanidine,GAPFINWZKMCSBG-UHFFFAOYSA-N,GAPFINWZKMCSBG-UHFFFAOYSA-N,NC(N)=NCCS,,C3H9N3S,119.19,119.193,119.05171847,0,7,0,1,C;H;N;S,-1,65.4,3,2,2,PubChem
4073,"3-[2-[4-(1,3-dibutyl-4,6-dioxo-2-sulfanylidene-1,3-diazinan-5-ylidene)but-2-enylidene]-1,3-benzoxazol-3-yl]propane-1-sulfonic acid",SKDUSRXOWAXOCO-UHFFFAOYSA-N,SKDUSRXOWAXOCO-UHFFFAOYSA-N,CCCCN1C(=O)C(=CC=CC=C2Oc3ccccc3N2CCCS(=O)(=O)O)C(=O)N(CCCC)C1=S,,C26H33N3O6S2,547.7,547.699,547.18107813,0,37,0,1,C;H;N;O;S,4.6,148,1,8,12,PubChem
4074,"2-(1-carboxy-2-hydroxypropyl)-4-[5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-3-methyl-3,4-dihydro-2H-pyrrole-5-carboxylic acid",CDYPSIIDXKMBLV-UHFFFAOYSA-N,CDYPSIIDXKMBLV-UHFFFAOYSA-N,CC(O)C(C(=O)O)C1N=C(C(=O)O)C(SC2CNC(C(=O)N(C)C)C2)C1C,,C17H27N3O6S,401.5,401.485,401.16205676,0,27,0,1,C;H;N;O;S,-2.8,165,4,9,7,PubChem
4075,5-amino-2-hydroxybenzoic acid,KBOPZPXVLCULAV-UHFFFAOYSA-N,KBOPZPXVLCULAV-UHFFFAOYSA-N,Nc1ccc(O)c(C(=O)O)c1,,C7H7NO3,153.14,153.137,153.042593085,0,11,0,1,C;H;N;O,1.3,83.6,3,4,1,PubChem
4076,"2-(3,4,5-trimethoxyphenyl)ethanamine",RHCSKNNOAZULRK-UHFFFAOYSA-N,RHCSKNNOAZULRK-UHFFFAOYSA-N,COc1cc(CCN)cc(OC)c1OC,,C11H17NO3,211.26,211.261,211.12084340,0,15,0,1,C;H;N;O,0.7,53.7,1,4,5,PubChem
4077,2-sulfanylethanesulfonate,ZNEWHQLOPFWXOF-UHFFFAOYSA-M,ZNEWHQLOPFWXOF-UHFFFAOYSA-M,O=S(=O)([O-])CCS,,C2H5O3S2-,141.19,141.193,140.96801136,-1,7,0,1,C;H;O;S,-0.7,66.6,1,4,1,PubChem
4078,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfinylphenothiazine,SLVMESMUVMCQIY-UHFFFAOYSA-N,SLVMESMUVMCQIY-UHFFFAOYSA-N,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,,C21H26N2OS2,386.6,386.586,386.14865580,0,26,0,1,C;H;N;O;S,4.5,68.1,0,5,4,PubChem
4079,"17-hydroxy-10,13,17-trimethyl-2,4,5,6,7,8,9,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-one",WYZDXEKUWRCKOB-UHFFFAOYSA-N,WYZDXEKUWRCKOB-UHFFFAOYSA-N,CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,,C20H32O2,304.5,304.474,304.240230259,0,22,0,1,C;H;O,3.8,37.3,1,2,0,PubChem
4080,"17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",IMSSROKUHAOUJS-UHFFFAOYSA-N,IMSSROKUHAOUJS-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,,C21H26O2,310.4,310.437,310.193280068,0,23,0,1,C;H;O,4,29.5,1,2,2,PubChem
4081,"1-(4,7-dimethyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinolin-9-yl)-N,N-dimethylmethanesulfonamide",WYCMFCPHWDZHMR-UHFFFAOYSA-N,WYCMFCPHWDZHMR-UHFFFAOYSA-N,CN1CC(CS(=O)(=O)N(C)C)CC2c3cccc4c3c(cn4C)CC21,,C19H27N3O2S,361.5,361.511,361.18239829,0,25,0,1,C;H;N;O;S,1.9,53.9,0,4,3,PubChem
4083,"3,3-dimethyl-6-[[2-(methylideneamino)-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",FZECHKJQHUVANE-UHFFFAOYSA-M,FZECHKJQHUVANE-UHFFFAOYSA-M,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-])c1ccccc1,,C17H18N3O4S-,360.4,360.415,360.10180224,-1,25,0,1,C;H;N;O;S,3.7,127,1,6,4,PubChem
4084,"3,3-dimethyl-6-[[2-(methylideneamino)-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",FZECHKJQHUVANE-UHFFFAOYSA-N,FZECHKJQHUVANE-UHFFFAOYSA-N,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,,C17H19N3O4S,361.4,361.423,361.10962727,0,25,0,1,C;H;N;O;S,3,124,2,6,5,PubChem
4085,"2-(hydroxymethyl)-6-(3-nitrophenoxy)oxane-3,4,5-triol",VCCMGHVCRFMITI-UHFFFAOYSA-N,VCCMGHVCRFMITI-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,,C12H15NO8,301.25,301.251,301.07976644,0,21,0,1,C;H;N;O,-0.5,145,4,8,3,PubChem
4086,"5-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,3-diol",LMOINURANNBYCM-UHFFFAOYSA-N,LMOINURANNBYCM-UHFFFAOYSA-N,CC(C)NCC(O)c1cc(O)cc(O)c1,,C11H17NO3,211.26,211.261,211.12084340,0,15,0,1,C;H;N;O,0.7,72.7,4,4,4,PubChem
4087,3-(2-amino-1-hydroxypropyl)phenol,WXFIGDLSSYIKKV-UHFFFAOYSA-N,WXFIGDLSSYIKKV-UHFFFAOYSA-N,CC(N)C(O)c1cccc(O)c1,,C9H13NO2,167.20,167.208,167.094628657,0,12,0,1,C;H;N;O,-0.4,66.5,3,3,2,PubChem
4088,"(1,10,13-trimethyl-3-oxo-4,5,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl) acetate",PGAUJQOPTMSERF-UHFFFAOYSA-N,PGAUJQOPTMSERF-UHFFFAOYSA-N,CC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C,,C22H32O3,344.5,344.495,344.23514488,0,25,0,1,C;H;O,4.4,43.4,0,3,2,PubChem
4089,"(1,10,13-trimethyl-3-oxo-4,5,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl) heptanoate",TXUICONDJPYNPY-UHFFFAOYSA-N,TXUICONDJPYNPY-UHFFFAOYSA-N,CCCCCCC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C,,C27H42O3,414.6,414.63,414.31339520,0,30,0,1,C;H;O,6.9,43.4,0,3,7,PubChem
4090,"benzyl N-[(4,7-dimethyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinolin-9-yl)methyl]carbamate",WZHJKEUHNJHDLS-UHFFFAOYSA-N,WZHJKEUHNJHDLS-UHFFFAOYSA-N,CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,,C25H29N3O2,403.5,403.526,403.22597718,0,30,0,1,C;H;N;O,3.8,46.5,1,3,5,PubChem
4091,"3-(diaminomethylidene)-1,1-dimethylguanidine",XZWYZXLIPXDOLR-UHFFFAOYSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CN(C)C(=N)N=C(N)N,,C4H11N5,129.16,129.167,129.10144537,0,9,0,1,C;H;N,-1.3,91.5,3,1,2,PubChem
